year,imdb,title
2006,tt0446046,Take the Lead
2006,tt0429589,The Ant Bully
2006,tt0452594,The Break Up
2006,tt0382625,The Da Vinci Code
2006,tt0783238,The Dead Girl
2006,tt0407887,The Departed
2006,tt0458352,The Devil Wears Prada
2006,tt0414993,The Fountain
2006,tt0433386,The Grudge 2
2006,tt0464049,The History Boys
2006,tt0457939,The Holiday
2006,tt0468492,The Host
2006,tt0443543,The Illusionist
2006,tt0410297,The Lake House
2006,tt0446755,The Painted Veil
2006,tt0482571,The Prestige
2006,tt0454921,The Pursuit of Happyness
2006,tt0436697,The Queen
2006,tt0460989,The Wind That Shakes the Barley
2006,tt0370032,Ultraviolet
2006,tt0441909,Volver
2006,tt0758794,We Are Marshall
2006,tt0455857,When a Stranger Calls
2006,tt0477139,Wristcutters: A Love Story
2006,tt0376994,X-Men: The Last Stand
2006,tt0463034,"You, Me and Dupree"
2006,tt0383060,Zoom
2006,tt0389557,Zwartboek
2005,tt0402022,AEon Flux
2005,tt0398712,Assault on Precinct 13
2005,tt0372784,Batman Begins
2005,tt0388500,Beauty Shop
2005,tt0374536,Bewitched
2005,tt0383222,BloodRayne
2005,tt0357507,Boogeyman
2005,tt0439478,Boynton Beach Club
2005,tt0393109,Brick
2005,tt0388795,Brokeback Mountain
2005,tt0379725,Capote
2005,tt0367594,Charlie and the Chocolate Factory
2005,tt0451094,Chinjeolhan geumjassi
2005,tt0352248,Cinderella Man
2005,tt0393162,Coach Carter
2005,tt0360486,Constantine
2005,tt0435623,Conversations with Other Women
2005,tt0121164,Corpse Bride
2005,tt0257516,Cursed
2005,tt0342258,Danny the dog
2005,tt0382628,Dark Water
2005,tt0342272,Dear Wendy
2005,tt0421054,Domino
2005,tt0419706,Doom
2005,tt0120667,Fantastic Four
2005,tt0408790,Flightplan
2005,tt0369441,Fun with Dick and Jane
2005,tt0433383,"Good Night, and Good Luck."
2005,tt0424136,Hard Candy
2005,tt0330373,Harry Potter and the Goblet of Fire
2005,tt0400497,Herbie Fully Loaded
2005,tt0382077,Hide and Seek
2005,tt0386588,Hitch
2005,tt0443536,Hoodwinked!
2005,tt0450278,Hostel
2005,tt0410097,Hustle &amp; Flow
2005,tt0396652,Ice Princess
2005,tt0418763,Jarhead
2005,tt0418773,Junebug
2005,tt0425123,Just Like Heaven
2005,tt0360717,King Kong
2005,tt0320661,Kingdom of Heaven
2005,tt0373469,Kiss Kiss Bang Bang
2005,tt0399295,Lord of War
2005,tt0351283,Madagascar
2005,tt0331933,Man of the House
2005,tt0416320,Match Point
2005,tt0415978,Me and You and Everyone We Know
2005,tt0397535,Memoirs of a Geisha
2005,tt0366780,MirrorMask
2005,tt0385307,Miss Congeniality 2: Armed &amp; Fabulous
2005,tt0356910,Mr. &amp; Mrs. Smith
2005,tt0408306,Munich
2005,tt0395972,North Country
2005,tt0380599,Oliver Twist
2005,tt0414387,Pride and Prejudice
2005,tt0377107,Proof
2005,tt0421239,Red Eye
2005,tt0294870,Rent
2005,tt0358082,Robots
2005,tt0432348,Saw II
2005,tt0379786,Serenity
2005,tt0338427,Shopgirl
2005,tt0401792,Sin City
2005,tt0474361,Sisters in Law
2005,tt0405325,Sky High
2005,tt0362165,Son of the Mask
2005,tt0121766,Star Wars: Episode III - Revenge of the Sith
2005,tt0382992,Stealth
2005,tt0369994,Strangers with Candy
2005,tt0427944,Thank You for Smoking
2005,tt0405422,The 40 Year Old Virgin
2005,tt0424774,The Adventures of Sharkboy and Lavagirl 3-D
2005,tt0384806,The Amityville Horror
2005,tt0357110,The Ballad of Jack and Rose
2005,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
2005,tt0387131,The Constant Gardener
2005,tt0435625,The Descent
2005,tt0395584,The Devil&#39;s Rejects
2005,tt0404032,The Exorcism of Emily Rose
2005,tt0432291,The Fog
2005,tt0371724,The Hitchhiker&#39;s Guide to the Galaxy
2005,tt0399201,The Island
2005,tt0366627,The Jacket
2005,tt0386140,The Legend of Zorro
2005,tt0402399,The New World
2005,tt0377109,The Ring Two
2005,tt0397101,The Skeleton Key
2005,tt0367089,The Squid and the Whale
2005,tt0372532,The Wedding Date
2005,tt0407265,Transamerica
2005,tt0423409,Tristram Shandy: A Cock and Bull Story
2005,tt0434409,V for Vendetta
2005,tt0348333,Waiting...
2005,tt0358273,Walk the Line
2005,tt0407304,War of the Worlds
2005,tt0240200,Water
2005,tt0375210,White Noise
2005,tt0443295,"Yours, Mine and Ours"
2005,tt0406375,Zathura: A Space Adventure
2004,tt0337563,13 Going on 30
2004,tt0212712,2046
2004,tt0343660,50 First Dates
2004,tt0356470,A Cinderella Story
2004,tt0359423,A Home at the End of The World
2004,tt0344510,A Very Long Engagement
2004,tt0357413,Anchorman: The Legend of Ron Burgundy
2004,tt0327437,Around the World in 80 Days
2004,tt0370263,AVP: Alien vs. Predator
2004,tt0414852,Banlieue 13
2004,tt0381681,Before Sunset
2004,tt0317198,Bridget Jones: The Edge of Reason
2004,tt0327554,Catwoman
2004,tt0337921,Cellular
2004,tt0376541,Closer
2004,tt0369339,Collateral
2004,tt0345074,Connie and Carla
2004,tt0375679,Crash
2004,tt0367631,D.E.B.S.
2004,tt0363547,Dawn of the Dead
2004,tt0364725,Dodgeball: A True Underdog Story
2004,tt0327679,Ella Enchanted
2004,tt0338013,Eternal Sunshine of the Spotless Mind
2004,tt0349416,Eulogy
2004,tt0308644,Finding Neverland
2004,tt0377062,Flight of the Phoenix
2004,tt0333766,Garden State
2004,tt0366551,Harold and Kumar Go to White Castle
2004,tt0304141,Harry Potter and the Prisoner of  Azkaban
2004,tt0167190,Hellboy
2004,tt0299172,Home on the Range
2004,tt0356721,I Heart Huckabees
2004,tt0343818,"I, Robot"
2004,tt0385267,In Good Company
2004,tt0362269,Kinsey
2004,tt0373074,Kung Fu Hustle
2004,tt0375912,Layer Cake
2004,tt0339291,Lemony Snicket&#39;s A Series of Unfortunate Events
2004,tt0390221,Maria Full of Grace
2004,tt0377092,Mean Girls
2004,tt0405159,Million Dollar Baby
2004,tt0349825,Miracle
2004,tt0382189,My Summer of Love
2004,tt0374900,Napoleon Dynamite
2004,tt0363282,New York Minute
2004,tt0390384,Primer
2004,tt0350028,Raising Helen
2004,tt0350258,Ray
2004,tt0318627,Resident Evil: Apocalypse
2004,tt0332375,Saved!
2004,tt0387564,Saw
2004,tt0363988,Secret Window
2004,tt0307453,Shark Tale
2004,tt0365748,Shaun of the Dead
2004,tt0298148,Shrek 2
2004,tt0375063,Sideways
2004,tt0346156,Sky Captain and the World of Tomorrow
2004,tt0371246,Spanglish
2004,tt0316654,Spider-Man 2
2004,tt0372588,Team America: World Police
2004,tt0338751,The Aviator
2004,tt0372183,The Bourne Supremacy
2004,tt0289879,The Butterfly Effect
2004,tt0296572,The Chronicles of Riddick
2004,tt0319262,The Day After Tomorrow
2004,tt0391198,The Grudge
2004,tt0317705,The Incredibles
2004,tt0362270,The Life Aquatic with Steve Zissou
2004,tt0332280,The Notebook
2004,tt0293508,The Phantom of the Opera
2004,tt0338348,The Polar Express
2004,tt0368933,The Princess Diaries 2: Royal Engagement
2004,tt0327162,The Stepford Wives
2004,tt0362227,The Terminal
2004,tt0368447,The Village
2004,tt0327247,The Whole Ten Yards
2004,tt0332452,Troy
2004,tt0338526,Van Helsing
2004,tt0383694,Vera Drake
2004,tt0381707,White Chicks
2004,tt0360201,Wimbledon
2003,tt0322259,2 Fast 2 Furious
2003,tt0315733,21 grams
2003,tt0319061,Big Fish
2003,tt0310778,Bon voyage
2003,tt0315327,Bruce Almighty
2003,tt0305357,Charlie&#39;s Angels: Full Throttle
2003,tt0159365,Cold Mountain
2003,tt0306685,Cradle 2 the Grave
2003,tt0317303,Daddy Day Care
2003,tt0287978,Daredevil
2003,tt0282209,Darkness Falls
2003,tt0285531,Dreamcatcher
2003,tt0309593,Final Destination 2
2003,tt0266543,Finding Nemo
2003,tt0322330,Freaky Friday
2003,tt0335119,Girl with a Pearl Earring
2003,tt0301357,Goodbye Lenin!
2003,tt0311289,Holes
2003,tt0329717,Hollywood Homicide
2003,tt0315983,House of Sand and Fog
2003,tt0251127,How to Lose a Guy in 10 Days
2003,tt0286716,Hulk
2003,tt0309698,Identity
2003,tt0199626,In the Cut
2003,tt0301470,Jeepers Creepers II
2003,tt0266697,Kill Bill: Vol. 1
2003,tt0325703,Lara Croft Tomb Raider: The Cradle of Life
2003,tt0333780,"Legally Blonde 2: Red, White &amp; Blonde"
2003,tt0286244,Les triplettes de Belleville
2003,tt0335266,Lost In Translation
2003,tt0314331,Love Actually
2003,tt0311113,Master and Commander: The Far Side of the World
2003,tt0304415,Mona Lisa Smile
2003,tt0340855,Monster
2003,tt0327056,Mystic River
2003,tt0316396,Peter Pan
2003,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl
2003,tt0366920,Pride and Prejudice
2003,tt0257076,S.W.A.T.
2003,tt0306047,Scary Movie 3
2003,tt0327137,Secondhand Lions
2003,tt0300471,Shanghai Knights
2003,tt0323944,Shattered Glass
2003,tt0165982,Sinbad: Legend of the Seven Seas
2003,tt0337741,Something&#39;s Gotta Give
2003,tt0338459,Spy Kids 3-D: Game Over
2003,tt0324133,Swimming Pool
2003,tt0181852,Terminator 3: Rise of the Machines
2003,tt0298814,The Core
2003,tt0317740,The Italian Job
2003,tt0283426,The Jungle Book 2
2003,tt0325710,The Last Samurai
2003,tt0311429,The League of Extraordinary Gentlemen
2003,tt0167260,The Lord of the Rings: The Return of the King
2003,tt0234215,The Matrix Reloaded
2003,tt0242653,The Matrix Revolutions
2003,tt0338188,The Missing
2003,tt0332379,The School of Rock
2003,tt0328538,Thirteen
2003,tt0300556,Timeline
2003,tt0339840,Undead
2003,tt0320691,Underworld
2003,tt0295700,Wrong Turn
2003,tt0290334,X2 (X-Men 2)
2002,tt0307901,25th Hour
2002,tt0289043,28 Days Later...
2002,tt0283832,8 femmes
2002,tt0298203,8 Mile
2002,tt0257360,About Schmidt
2002,tt0268126,Adaptation
2002,tt0286261,All or Nothing
2002,tt0168786,Antwone Fisher
2002,tt0295178,Austin Powers in Goldmember
2002,tt0286499,Bend It Like Beckham
2002,tt0187738,Blade II
2002,tt0300532,Blue Crush
2002,tt0303816,Cabin Fever
2002,tt0319970,Carrie
2002,tt0264464,Catch Me If You Can
2002,tt0299658,Chicago
2002,tt0275022,Crossroads
2002,tt0266452,Death to Smoochy
2002,tt0246460,Die Another Day
2002,tt0303933,Drumline
2002,tt0238380,Equilibrium
2002,tt0297884,Far from Heaven
2002,tt0120679,Frida
2002,tt0327753,Funny Ha Ha
2002,tt0217505,Gangs of New York
2002,tt0302674,Gerry
2002,tt0295297,Harry Potter and the Chamber of Secrets
2002,tt0257756,High Crimes
2002,tt0297181,I Spy
2002,tt0268380,Ice Age
2002,tt0280760,Igby Goes Down
2002,tt0278504,Insomnia
2002,tt0275847,Lilo and Stitch
2002,tt0252076,Maid in Manhattan
2002,tt0303361,May
2002,tt0120912,Men in Black II
2002,tt0181689,Minority Report
2002,tt0280590,Mr Deeds
2002,tt0259446,My Big Fat Greek Wedding
2002,tt0258000,Panic Room
2002,tt0183649,Phone Booth
2002,tt0238546,Queen of the Damned
2002,tt0252444,Rabbit-Proof Fence
2002,tt0296166,Real Women Have Curves
2002,tt0289765,Red Dragon
2002,tt0253556,Reign of Fire
2002,tt0120804,Resident Evil
2002,tt0267913,Scooby-Doo
2002,tt0286106,Signs
2002,tt0281373,Snow Dogs
2002,tt0307479,Solaris
2002,tt0145487,Spider-Man
2002,tt0166813,Spirit: Stallion of the Cimarron
2002,tt0283003,Spun
2002,tt0287717,Spy Kids 2: Island of Lost Dreams
2002,tt0253754,Star Trek: Nemesis
2002,tt0121765,Star Wars: Episode II - Attack of the Clones
2002,tt0180052,The Adventures of Pluto Nash
2002,tt0280460,The Banger Sisters
2002,tt0258463,The Bourne Identity
2002,tt0238924,The Dangerous Lives of Altar Boys
2002,tt0279113,The Good Girl
2002,tt0274558,The Hours
2002,tt0278500,The Importance of Being Earnest
2002,tt0167261,The Lord of the Rings: The Two Towers
2002,tt0289408,The Powerpuff Girls
2002,tt0258068,The Quiet American
2002,tt0298130,The Ring
2002,tt0292644,The Rules of Attraction
2002,tt0304669,The Santa Clause 2
2002,tt0253867,The Sweetest Thing
2002,tt0293662,The Transporter
2002,tt0290095,The Tuxedo
2002,tt0133240,Treasure Planet
2002,tt0283084,Tuck Everlasting
2002,tt0313737,Two Weeks Notice
2002,tt0277434,We Were Soldiers
2002,tt0298228,Whale Rider
2002,tt0283139,White Oleander
2002,tt0295701,xXx
2001,tt0268978,A Beautiful Mind
2001,tt0183790,A Knight&#39;s Tale
2001,tt0164334,Along Came A Spider
2001,tt0244000,American Outlaws
2001,tt0218817,Antitrust
2001,tt0212720,Artificial Intelligence: AI
2001,tt0230011,Atlantis: The Lost Empire
2001,tt0265086,Black Hawk Down
2001,tt0221027,Blow
2001,tt0243155,Bridget Jones&#39;s Diary
2001,tt0260866,Don&#39;t Say A Word
2001,tt0246578,Donnie Darko
2001,tt0240462,Dr. Dolittle 2
2001,tt0251075,Evolution
2001,tt0120681,From Hell
2001,tt0162346,Ghost World
2001,tt0280707,Gosford Park
2001,tt0212985,Hannibal
2001,tt0241527,Harry Potter and the Sorcerer&#39;s Stone
2001,tt0248845,Hedwig and the Angry Inch
2001,tt0253126,High Heels and Low Lifes
2001,tt0160399,Impostor
2001,tt0211443,Jason X
2001,tt0261392,Jay and Silent Bob Strike Back
2001,tt0263488,Jeepers Creepers
2001,tt0236348,Josie and the Pussycats
2001,tt0035423,Kate &amp; Leopold
2001,tt0271027,Kiss of the Dragon
2001,tt0264761,Kissing Jessica Stein
2001,tt0242587,L.I.E.
2001,tt0146316,Lara Croft: Tomb Raider
2001,tt0250494,Legally Blonde
2001,tt0258273,Lovely and Amazing
2001,tt0166276,Monkeybone
2001,tt0265343,Monsoon Wedding
2001,tt0198781,"Monsters, Inc."
2001,tt0203009,Moulin Rouge!
2001,tt0166924,Mulholland Dr.
2001,tt0161860,Nowhere in Africa
2001,tt0240772,Ocean&#39;s Eleven
2001,tt0181739,Osmosis Jones
2001,tt0213149,Pearl Harbor
2001,tt0206275,Save the Last Dance
2001,tt0256380,Shallow Hal
2001,tt0286112,Shaolin Soccer
2001,tt0126029,Shrek
2001,tt0244970,Someone Like You...
2001,tt0227538,Spy Kids
2001,tt0247745,Super Troopers
2001,tt0232500,The Fast and the Furious
2001,tt0221218,The Glass House
2001,tt0290879,The Legend of Suriyothai
2001,tt0120737,The Lord of the Rings: The Fellowship of the Ring
2001,tt0268995,The Majestic
2001,tt0267804,The One
2001,tt0230600,The Others
2001,tt0247638,The Princess Diaries
2001,tt0265666,The Royal Tenenbaums
2001,tt0209475,The Wedding Planner
2001,tt0245674,Thir13en Ghosts
2001,tt0139654,Training Day
2001,tt0242998,Valentine
2001,tt0259711,Vanilla Sky
2001,tt0196229,Zoolander
2000,tt0191754,28 Days
2000,tt0181875,Almost Famous
2000,tt0144084,American Psycho
2000,tt0221889,Beautiful Creatures
2000,tt0218839,Best in Show
2000,tt0249462,Billy Elliot
2000,tt0181984,Boiler Room
2000,tt0204946,Bring It On
2000,tt0162222,Cast Away
2000,tt0173716,Cecil B. Demented
2000,tt0210616,Center Stage
2000,tt0160127,Charlie&#39;s Angels
2000,tt0120630,Chicken Run
2000,tt0241303,Chocolat
2000,tt0200550,Coyote Ugly
2000,tt0168629,Dancer in the Dark
2000,tt0242423,"Dude, Where&#39;s My Car"
2000,tt0142032,Dune
2000,tt0195685,Erin Brockovich
2000,tt0195714,Final Destination
2000,tt0172495,Gladiator
2000,tt0187078,Gone in Sixty Seconds
2000,tt0146882,High Fidelity
2000,tt0164052,Hollow Man
2000,tt0185431,Little Nicky
2000,tt0199725,Love &amp; Basketball
2000,tt0212338,Meet the Parents
2000,tt0209144,Memento
2000,tt0212346,Miss Congeniality
2000,tt0183523,Mission to Mars
2000,tt0190590,"O Brother, Where Art Thou?"
2000,tt0134847,Pitch Black
2000,tt0257001,Pokemon: The Movie 2000
2000,tt0199753,Red Planet
2000,tt0210945,Remember the Titans
2000,tt0180093,Requiem for a Dream
2000,tt0122459,Return to Me
2000,tt0165929,Romeo Must Die
2000,tt0213203,Rugrats in Paris:
2000,tt0195234,Saving Grace
2000,tt0134084,Scream 3
2000,tt0203119,Sexy Beast
2000,tt0184894,Shanghai Noon
2000,tt0208092,Snatch.
2000,tt0210299,Songcatcher
2000,tt0163978,The Beach
2000,tt0209958,The Cell
2000,tt0120917,The Emperor&#39;s New Groove
2000,tt0219699,The Gift
2000,tt0187393,The Patriot
2000,tt0138749,The Road to El Dorado
2000,tt0202677,The Way of the Gun
2000,tt0190138,The Whole Nine Yards
2000,tt0146309,Thirteen days
2000,tt0120913,Titan A.E.
2000,tt0217869,Unbreakable
2000,tt0182508,Urbania
2000,tt0190865,Vertical Limit
2000,tt0161081,What Lies Beneath
2000,tt0207201,What Women Want
2000,tt0198021,Where the Heart Is
2000,tt0190332,"Wo hu cang long (Crouching Tiger, Hidden Dragon)"
2000,tt0120903,X-Men
1999,tt0147800,10 Things I Hate About You
1999,tt0134273,8MM
1999,tt0169547,American Beauty
1999,tt0163651,American Pie
1999,tt0122933,Analyze This
1999,tt0166485,Anna and the King
1999,tt0149691,Anywhere But Here
1999,tt0145660,Austin Powers: The Spy Who Shagged Me
1999,tt0120601,Being John Malkovich
1999,tt0165643,Black and White
1999,tt0181316,Blue Streak
1999,tt0171804,Boys Don&#39;t Cry
1999,tt0179116,But I&#39;m a Cheerleader
1999,tt0144814,Carrie 2: The Rage
1999,tt0139134,Cruel Intentions
1999,tt0144168,Dick
1999,tt0120655,Dogma
1999,tt0157503,Drop Dead Gorgeous
1999,tt0126886,Election
1999,tt0120663,Eyes Wide Shut
1999,tt0137523,Fight Club
1999,tt0155711,Flawless
1999,tt0126916,For Love of the Game
1999,tt0177789,Galaxy Quest
1999,tt0172493,"Girl, Interrupted"
1999,tt0139239,Go!
1999,tt0155776,Jawbreaker
1999,tt0175880,Magnolia
1999,tt0158811,Muppets From Space
1999,tt0132347,Mystery Men
1999,tt0125439,Notting Hill
1999,tt0151804,Office Space
1999,tt0120784,Payback
1999,tt0190641,Pocket Monsters: Mewtwo Strikes Back!
1999,tt0129332,Ravenous
1999,tt0162661,Sleepy Hollow
1999,tt0158983,South Park: Bigger Longer &amp; Uncut
1999,tt0120915,Star Wars: Episode I - The Phantom Menace
1999,tt0164912,Stuart Little
1999,tt0120855,Tarzan
1999,tt0120657,The 13th Warrior
1999,tt0185937,The Blair Witch Project
1999,tt0144117,The Boondock Saints
1999,tt0120689,The Green Mile
1999,tt0171363,The Haunting
1999,tt0129167,The Iron Giant
1999,tt0133093,The Matrix
1999,tt0120616,The Mummy
1999,tt0167404,The Sixth Sense
1999,tt0134119,The Talented Mr. Ripley
1999,tt0144640,Three to Tango
1999,tt0151568,Topsy-Turvy
1999,tt0120363,Toy Story 2
1999,tt0120458,Virus
1999,tt0120891,Wild Wild West
1999,tt0131646,Wing Commander
1998,tt0120577,54
1998,tt0120623,A Bug&#39;s Life
1998,tt0120586,American History X
1998,tt0120591,Armageddon
1998,tt0120603,Beloved
1998,tt0120611,Blade
1998,tt0144120,Bride of Chucky
1998,tt0118789,Buffalo &#39;66
1998,tt0118929,Dark City
1998,tt0120647,Deep Impact
1998,tt0134619,Disturbing Behavior
1998,tt0127536,Elizabeth
1998,tt0120660,Enemy of the State
1998,tt0120631,Ever After
1998,tt0120669,Fear and Loathing in Las Vegas
1998,tt0154420,Festen (The Celebration)
1998,tt0162973,Get Real
1998,tt0120685,Godzilla
1998,tt0120694,Halloween H20: 20 Years Later
1998,tt0147612,Happiness
1998,tt0119313,Hope Floats
1998,tt0147004,Little Voice
1998,tt0120735,"Lock, Stock and Two Smoking Barrels"
1998,tt0120738,Lost in Space
1998,tt0120749,Mercury Rising
1998,tt0120762,Mulan
1998,tt0120780,Out of Sight
1998,tt0138704,Pi
1998,tt0120791,Practical Magic
1998,tt0119942,Primary Colors
1998,tt0120800,Quest for Camelot
1998,tt0128442,Rounders
1998,tt0130827,Run Lola Run
1998,tt0120812,Rush Hour
1998,tt0128445,Rushmore
1998,tt0120813,Safe Men
1998,tt0120815,Saving Private Ryan
1998,tt0138097,Shakespeare in Love
1998,tt0120828,Six Days Seven Nights
1998,tt0120148,Sliding Doors
1998,tt0120831,Slums of Beverly Hills
1998,tt0122718,Small Soldiers
1998,tt0120321,Smoke Signals
1998,tt0120184,Sphere
1998,tt0120844,Star Trek: Insurrection
1998,tt0120686,Stepmom
1998,tt0118661,The Avengers
1998,tt0118715,The Big Lebowski
1998,tt0133751,The Faculty
1998,tt0120744,The Man in the Iron Mask
1998,tt0120746,The Mask of Zorro
1998,tt0120768,The Negotiator
1998,tt0120794,The Prince of Egypt
1998,tt0120108,The Proposition
1998,tt0120863,The Thin Red Line
1998,tt0120382,The Truman Show
1998,tt0129387,There&#39;s Something About Mary
1998,tt0146336,Urban Legend
1998,tt0120877,Vampires (John Carpenter&#39;s)
1998,tt0120879,Velvet Goldmine
1998,tt0120890,Wild Things
1998,tt0128853,You&#39;ve Got Mail
1997,tt0120133,A Simple Wish
1997,tt0118570,Air Bud
1997,tt0118571,Air Force One
1997,tt0118583,Alien: Resurrection
1997,tt0118617,Anastasia
1997,tt0119822,As Good as It Gets
1997,tt0118655,Austin Powers: International Man of Mystery
1997,tt0118688,Batman &amp; Robin
1997,tt0118749,Boogie Nights
1997,tt0118829,Cats Don&#39;t Dance
1997,tt0118842,Chasing Amy
1997,tt0128996,Cinderella
1997,tt0118866,Clockwatchers
1997,tt0118880,Con Air
1997,tt0118883,Conspiracy Theory
1997,tt0118884,Contact
1997,tt0119080,Eve&#39;s Bayou
1997,tt0119081,Event Horizon
1997,tt0119114,Fever Pitch
1997,tt0119137,Flubber
1997,tt0119173,G.I. Jane
1997,tt0119177,Gattaca
1997,tt0119190,George of the Jungle
1997,tt0119217,Good Will Hunting
1997,tt0119229,Grosse Pointe Blank
1997,tt0119282,Hercules
1997,tt0119345,I Know What You Did Last Summer
1997,tt0119361,In the Company of Men
1997,tt0119396,Jackie Brown
1997,tt0119468,Kiss the Girls
1997,tt0119488,L.A. Confidential
1997,tt0119528,Liar Liar
1997,tt0119654,Men in Black
1997,tt0119698,Mononoke-hime
1997,tt0119707,Mortal Kombat: Annihilation
1997,tt0417001,Must love Dogs
1997,tt0119738,My Best Friend&#39;s Wedding
1997,tt0124819,Orgazmo
1997,tt0120082,Scream 2
1997,tt0120094,Selena
1997,tt0120152,Smilla&#39;s Sense of Snow
1997,tt0120177,Spawn
1997,tt0120201,Starship Troopers
1997,tt0118971,The Devil&#39;s Advocate
1997,tt0119116,The Fifth Element
1997,tt0119174,The Game
1997,tt0119567,The Lost World: Jurassic Park
1997,tt0119874,The Peacemaker
1997,tt0119925,The Postman
1997,tt0120338,Titanic
1997,tt0120461,Volcano
1996,tt0115591,August
1996,tt0115736,Bound
1996,tt0115759,Broken Arrow
1996,tt0115857,Chain Reaction
1996,tt0116136,DragonHeart
1996,tt0116191,Emma
1996,tt0116225,Escape from L.A.
1996,tt0116260,Eye for an Eye
1996,tt0116282,Fargo
1996,tt0116361,Freeway
1996,tt0116367,From Dusk Till Dawn
1996,tt0116477,Hamlet
1996,tt0116493,Harriet the Spy
1996,tt0116629,Independence Day
1996,tt0116705,Jingle All the Way
1996,tt0116778,Kingpin
1996,tt0116931,Love and Other Catastrophes
1996,tt0116996,Mars Attacks!
1996,tt0117060,Mission: Impossible
1996,tt0117509,Romeo + Juliet
1996,tt0117571,Scream
1996,tt0117589,Secrets &amp; Lies
1996,tt0117603,Set It Off
1996,tt0117705,Space Jam
1996,tt0117723,Spy Hard
1996,tt0117731,Star Trek: First Contact
1996,tt0117765,Striptease
1996,tt0117887,That Thing You Do!
1996,tt0115798,The Cable Guy
1996,tt0115963,The Craft
1996,tt0116209,The English Patient
1996,tt0116277,The Fan
1996,tt0116313,The First Wives Club
1996,tt0116421,The Glimmer Man
1996,tt0116583,The Hunchback of Notre Dame
1996,tt0116908,The Long Kiss Goodnight
1996,tt0117057,The Mirror Has Two Faces
1996,tt0117500,The Rock
1996,tt0117951,Trainspotting
1996,tt0117998,Twister
1996,tt0118113,Walking and Talking
1996,tt0115856,When the Cat&#39;s Away
1995,tt0112384,Apollo 13
1995,tt0112401,Assassins
1995,tt0112462,Batman Forever
1995,tt0112471,Before Sunrise
1995,tt0112573,Braveheart
1995,tt0112641,Casino
1995,tt0112642,Casper
1995,tt0112697,Clueless
1995,tt0112715,Congo
1995,tt0112722,Copycat
1995,tt0112864,Die Hard: With a Vengeance
1995,tt0113101,Four rooms
1995,tt0113321,Home for the holidays
1995,tt0113497,Jumanji
1995,tt0113749,Mallrats
1995,tt0113855,Mortal Kombat
1995,tt0114069,Outbreak
1995,tt0114148,Pocahontas
1995,tt0112130,Pride and Prejudice
1995,tt0114319,Sabrina
1995,tt0114323,Safe
1995,tt0114369,Se7en
1995,tt0114388,Sense and Sensibility
1995,tt0114436,Showgirls
1995,tt0114508,Species
1995,tt0114614,Tank Girl
1995,tt0112346,The American President
1995,tt0112579,The Bridges of Madison County
1995,tt0113416,The Incredibly True Adventures of Two Girls in Love
1995,tt0113957,The Net
1995,tt0114214,The Quick and the Dead
1995,tt0114814,The Usual Suspects
1995,tt0114709,Toy Story
1995,tt0114746,Twelve Monkeys
1995,tt0114898,Waterworld
1995,tt0114906,Welcome to the Dollhouse
1994,tt0109040,Ace Ventura: Pet Detective
1994,tt0109254,Beverly Hills Cop III
1994,tt0109445,Clerks.
1994,tt0109504,Crooklyn
1994,tt0109686,Dumb &amp; Dumber
1994,tt0109707,Ed Wood
1994,tt0109830,Forrest Gump
1994,tt0110322,Legends of the Fall
1994,tt0110367,Little Women
1994,tt0110622,Naked Gun 33 1/3: The Final Insult
1994,tt0110857,Police Academy: Mission to Moscow
1994,tt0110889,Priest
1994,tt0110912,Pulp Fiction
1994,tt0111257,Speed
1994,tt0111282,Stargate
1994,tt0111301,Street Fighter
1994,tt0109446,The Client
1994,tt0110074,The Hudsucker Proxy
1994,tt0110357,The Lion King
1994,tt0110475,The Mask
1994,tt0111070,The Santa Clause
1994,tt0111143,The Shadow
1994,tt0111161,The Shawshank Redemption
1994,tt0111255,The Specialist
1994,tt0111438,Timecop
1994,tt0111503,True Lies
1993,tt0106582,Cliffhanger
1993,tt0106611,Cool Runnings
1993,tt0106677,Dazed and Confused
1993,tt0107007,Gettysburg
1993,tt0107048,Groundhog Day
1993,tt0107120,Hocus Pocus
1993,tt0107290,Jurassic Park
1993,tt0107614,Mrs. Doubtfire
1993,tt0311648,Pieces of April
1993,tt0108052,Schindler&#39;s List
1993,tt0108255,Super Mario Bros.
1993,tt0106226,The Age of Innocence
1993,tt0106977,The Fugitive
1993,tt0112389,The Princess and the Cobbler
1993,tt0107943,The Remains of the Day
1993,tt0108358,Tombstone
1992,tt0104257,A Few Good Men
1992,tt0104694,A League of Their Own
1992,tt0103639,Aladdin
1992,tt0103644,Alien 3
1992,tt0106308,Army of Darkness
1992,tt0103776,Batman Returns
1992,tt0103893,Buffy the Vampire Slayer
1992,tt0104070,Death Becomes Her
1992,tt0104815,El Mariachi
1992,tt0104348,Glengarry Glen Ross
1992,tt0104412,Hero
1992,tt0104431,Home Alone 2: Lost in New York
1992,tt0104797,Malcolm X
1992,tt0104952,My Cousin Vinny
1992,tt0105236,Reservoir Dogs
1992,tt0104036,The Crying Game
1992,tt0104868,The Mighty Ducks
1992,tt0104940,The Muppet Christmas Carol
1992,tt0105151,The Player
1992,tt0105793,Wayne&#39;s World
1991,tt0101414,Beauty and the Beast
